Away Team,Visitor Pts,Home Team,Home Pts,Home Win,Away Pts For,Away Pts Allowed,Away Cover,Away Pace,Away TS,Away eFG,Away 3PAR,Away ft Rate,away orb,away drb,away trb,away AST,away STL,away BLK,Away TOV,away off rtg,away def rtg,Away Travel,Away Inactive,Away ELO,Home Pts For,Home pts allowed,Home Covers,Home Pace,Home TS,Home EFG,Home 3PAR,home ft rate,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home offRtg,Home def RTG,Home Travel,Home Inactive,Home ELO
Atlanta Hawks,116,Brooklyn Nets,120,1,99.667,117,0,95,0.55,0.506,0.333,0.271,13.833,78.3,45.867,63.4,5.567,8.7,12.567,104.767,123.167,4.785,3,1455.329082,109.333,108,0.333,97.567,0.59,0.567,0.353,0.239,17.933,77.967,48.867,59.567,5.467,12.233,13.033,111.867,110.7,0,4,1495.604759
Sacramento Kings,106,Cleveland Cavaliers,95,0,123.667,125,0.333,99,0.614,0.572,0.362,0.293,25.433,76.733,52.433,61.433,6.033,10.4,14.867,117.067,118.533,335.831,4,1506.589274,96,105,0,97.3,0.516,0.5,0.415,0.165,15.167,78.833,46.033,60.033,7.167,10.967,12.533,98.633,108.133,0,5,1496.286808
Los Angeles Lakers,122,Philadelphia 76ers,133,1,120.667,115.333,0.667,96.767,0.627,0.604,0.548,0.303,16.233,76.633,46.167,64.033,8.367,10.5,11.967,120.633,115.167,337.348,4,1439.687309,123.333,114.333,0.667,99.267,0.622,0.592,0.326,0.237,28.333,68.4,48.9,64.4,9.567,6.167,12.467,124.167,114.9,1338.11,5,1473.503882
Detroit Pistons,103,Memphis Grizzlies,114,1,121.333,120.333,1,97.767,0.618,0.577,0.305,0.24,24.867,74,48.3,52.367,6.867,6.1,10.6,124.033,122.9,358.559,4,1381.10656,121.333,123.333,0.667,99.5,0.608,0.583,0.492,0.207,26.1,77.133,50.7,60.833,7.367,6.1,12.1,121.867,124,0,5,1522.645765
Phoenix Suns,117,New Orleans Pelicans,128,1,109,119.333,0.333,98.833,0.552,0.518,0.372,0.299,21.167,75.3,47.467,62.067,8.1,11.2,10.8,110.233,120.7,1312.528,3,1493.9845,126.333,120,0,105.967,0.574,0.555,0.292,0.283,29.233,74.4,51.5,51.733,9.767,11.433,9.833,119.167,113.2,0,4,1533.894006
Minnesota Timberwolves,118,Utah Jazz,108,0,108.333,113,0.333,92.033,0.57,0.519,0.446,0.274,22.2,76.367,48.7,65.9,5.467,5.167,12.167,114.2,118.767,984.389,3,1473.622843,114,110.667,1,98.467,0.592,0.572,0.382,0.21,25.3,67.667,47.367,62.367,8.1,11.467,16.1,112.167,108.6,0,4,1462.983386
Milwaukee Bucks,106,Dallas Mavericks,105,0,107.333,106.333,0.667,93.467,0.584,0.577,0.381,0.156,17.667,75.867,47.6,52.167,5.667,6.733,9.767,114.933,113.833,857.281,3,1549.472995,121,115.333,0.667,105.067,0.585,0.558,0.447,0.281,18.133,82.533,50.367,62.167,7.667,3.233,11,115.033,109.667,662.473,3,1473.288651
San Antonio Spurs,115,Miami Heat,111,0,109.667,110.333,1,95.933,0.562,0.518,0.367,0.316,25.8,78.433,50.567,55.467,6.667,4.8,10.6,114.4,114.967,1144.222,5,1383.844129,120.667,111.333,0.667,102.8,0.571,0.535,0.389,0.352,29.8,79.433,54,61.8,6.4,13.6,11.9,117.733,108.367,0,4,1442.354444
Brooklyn Nets,136,Indiana Pacers,133,0,111.667,113.667,0.333,97.7,0.636,0.626,0.426,0.121,14.567,68.6,44.233,66.333,5.933,16.7,16.5,114.367,116.2,645.205,6,1504.689093,121.667,122,0.333,104.567,0.546,0.512,0.393,0.22,30.333,72.6,50.033,59.567,7,16.167,11.167,116.267,116.467,0,4,1463.7019
Los Angeles Clippers,114,Washington Wizards,107,0,135.333,128.667,1,104.567,0.658,0.626,0.316,0.312,19.267,74.433,50.067,60.033,4.833,8.567,10.3,129.667,123.4,924.808,3,1466.979477,117.333,118.333,0.333,99.767,0.598,0.566,0.363,0.256,25.333,70.433,49.2,67.8,6.4,10.533,14.133,117.3,118.133,491.647,6,1410.291924
Oklahoma City Thunder,102,Cleveland Cavaliers,110,1,108.667,115.333,0.333,95.7,0.548,0.501,0.344,0.272,22.6,70.9,44.067,57.1,10.1,5.933,8.133,113.933,120.4,630.714,4,1444.014336,105.333,106.667,0.333,97.967,0.568,0.544,0.425,0.233,12.533,79.133,44.5,53.633,8.867,8.8,11.133,107.667,109.033,0,5,1502.37165
Dallas Mavericks,115,Chicago Bulls,144,1,114,105.667,0.667,96.533,0.613,0.59,0.426,0.333,18.067,71.633,47.9,57.2,6.9,8.833,11.033,118,109.733,802.997,5,1462.6331,127,112.333,0.333,95.133,0.623,0.583,0.508,0.268,24.167,82.6,55.133,50.9,5.167,9.8,10.2,125.567,110.1,0,5,1450.479775
Boston Celtics,107,Golden State Warriors,123,1,105.667,115.333,0.333,93.933,0.538,0.506,0.32,0.167,25.467,76.167,47.7,61.633,8.9,9.7,12.433,108.833,118.9,651.421,5,1572.320761,117.333,131,0,105.433,0.569,0.518,0.392,0.37,24.8,69,45.933,61.7,8.533,6.167,14.133,111.167,123.933,597.555,5,1476.41435
Utah Jazz,110,Denver Nuggets,115,1,102,125,0.333,97.467,0.535,0.515,0.372,0.209,26.467,76.633,47.9,66.367,7.167,9.933,15.233,104.7,128.2,370.186,6,1454.292735,113,109.667,0.333,93.033,0.595,0.559,0.417,0.322,21.933,80.667,47.333,50.267,5.7,3.967,9.3,121.3,117.633,979.794,3,1508.737514
Minnesota Timberwolves,118,Portland Trail Blazers,124,1,101,106.333,0.333,88.467,0.559,0.505,0.453,0.282,27.5,76.6,51.533,69.6,5.3,5.867,12.267,114.133,120.333,633.88,4,1463.59061,124,107.333,1,101.367,0.638,0.596,0.396,0.357,19.1,72.367,48.3,68.5,8.867,9.1,12.3,122.267,105.867,0,4,1472.502955
Phoenix Suns,124,New Orleans Pelicans,129,1,111.667,114.333,0.667,98.767,0.588,0.561,0.388,0.273,17.3,73.5,46.1,55.033,9.833,8.067,12.033,113.1,115.633,0,4,1485.303265,130.667,116,0.333,104.333,0.603,0.584,0.294,0.279,31.3,75.867,55.533,50.033,7.367,10.833,9.967,125.333,111.033,0,4,1540.071506
Los Angeles Lakers,124,Detroit Pistons,117,0,117.333,119.667,0.667,98.433,0.605,0.562,0.533,0.287,18.7,83.7,49.2,65.433,7.467,9.133,10.533,119.2,121.6,443.401,4,1447.705807,104.333,111.333,0,96.4,0.55,0.51,0.395,0.374,23.4,75.233,49.733,55.6,7.3,7.6,13.867,108.067,115.333,623.888,4,1369.920034
Sacramento Kings,99,New York Knicks,112,1,114.333,119.667,0.333,101.733,0.578,0.525,0.371,0.33,22.533,75.833,50.5,61.067,5.433,8.067,15.7,108.933,114.2,403.685,4,1495.647554,124.667,130,0,100.833,0.593,0.539,0.349,0.276,31.1,78.9,52.167,51.567,8.433,6.8,10.5,123.6,128.9,533.28,4,1473.773332
Toronto Raptors,99,Orlando Magic,111,1,119.667,122.333,0.333,96.967,0.617,0.576,0.345,0.312,25.733,75.8,49.3,57.4,9.6,3.8,11.3,123.467,126.267,0,5,1444.014318,126,110.667,1,96.4,0.627,0.592,0.446,0.326,29.8,75.8,55.1,45.067,3.9,8.033,9.733,130.933,115.1,0,5,1383.165646
Charlotte Hornets,113,Philadelphia 76ers,131,1,116.667,118.667,0.667,100.633,0.559,0.531,0.348,0.305,24.133,77.267,50.267,62.167,6,8.6,11.9,111.8,113.667,447.853,5,1369.854982,121.333,121.667,0.333,100.767,0.613,0.58,0.276,0.234,23.567,77.133,49.8,52,8.767,5.433,12.233,120.6,120.3,0,3,1478.383168
Chicago Bulls,122,Atlanta Hawks,123,1,125.667,125.333,0.667,95.933,0.609,0.583,0.439,0.202,26.5,78.433,51.667,56.067,6.767,7.733,11.467,122.433,121.867,589.003,4,1440.822723,123.333,117.667,0.667,96.7,0.626,0.609,0.342,0.207,19.3,77.433,50.567,54.5,4.8,8.867,7.2,127.2,122.267,745.882,2,1462.399669
Milwaukee Bucks,92,Houston Rockets,97,1,107.333,105,0.667,96.933,0.562,0.541,0.329,0.164,18.367,73.533,46.033,44.567,8.167,8.367,10.233,110.333,108.467,226.783,4,1535.806528,124.333,120,1,99,0.566,0.532,0.493,0.246,29.833,75.167,51.833,63.833,7.633,6.2,11.367,117.433,113.133,186.136,2,1415.86892
Miami Heat,87,Indiana Pacers,82,0,117.667,118.333,0.333,100.833,0.584,0.564,0.316,0.274,29.433,76.2,52.633,46.633,7.9,9.267,13.633,116.933,117.267,1025.831,4,1452.58438,119.667,117,0.667,104.033,0.565,0.532,0.411,0.244,26.767,77.267,51.967,66.867,7.033,17.4,12.833,114.833,112.1,0,4,1450.344655
Brooklyn Nets,112,Washington Wizards,100,0,121.667,119.667,0.667,101.133,0.629,0.612,0.403,0.173,29.133,75.367,52.433,55,6.4,12.667,16.067,120.267,117.9,491.647,4,1511.767337,117,112.333,0.333,98.367,0.622,0.585,0.353,0.263,20.7,70.767,48.533,65.267,7.167,12.133,13.533,118.7,113.667,0,6,1400.130676
Atlanta Hawks,103,Memphis Grizzlies,128,1,103.333,117.667,0.333,96.833,0.568,0.538,0.369,0.258,17.2,74.433,46,66.7,6.167,6.433,14.467,106.633,121.5,335.948,4,1454.27498,123.667,126.333,0.667,99.167,0.645,0.62,0.51,0.232,21.033,74.967,48.733,59.467,6.367,5.767,12.233,124.633,127.4,0,5,1528.334941
Oklahoma City Thunder,114,Dallas Mavericks,121,1,109.333,113.667,0.333,93.033,0.598,0.56,0.34,0.261,21.733,75.667,48.367,58.733,8.633,8.9,11.4,117.567,122.167,1024.947,5,1434.742142,121.333,123.333,0.333,103.667,0.577,0.544,0.408,0.346,22.667,83.133,50.333,54.3,6.1,3.333,9.533,116.867,119.1,802.997,3,1469.345724
Cleveland Cavaliers,111,San Antonio Spurs,112,1,104.333,109,0.333,97.533,0.573,0.544,0.369,0.221,22.133,68.633,48.367,52.167,7.2,12.767,15.7,107.167,111.867,1254.463,4,1489.359694,121.667,109.333,0.667,102.867,0.622,0.584,0.404,0.32,24.1,77.733,52.367,59.3,10.9,11.933,14.3,118.033,106.667,1144.222,3,1394.376889
Minnesota Timberwolves,112,Portland Trail Blazers,133,1,98.667,102.333,0.333,89.5,0.561,0.517,0.467,0.244,20.667,74.267,47.467,66.733,5.633,4.433,11.967,110.233,114.4,0,3,1454.047252,115,103.333,0.667,98.133,0.602,0.549,0.463,0.341,14.367,76.467,47.433,68.967,9.533,6.633,12.767,113.467,101.967,0,4,1479.467005
Boston Celtics,93,Los Angeles Clippers,113,1,112.333,115.333,0.667,94.033,0.581,0.547,0.335,0.191,25.967,73.667,48.067,66.5,9.6,9.433,12.9,115.7,118.767,345.491,4,1559.647594,110,121.333,0,98.067,0.567,0.529,0.302,0.291,24.533,73,47.8,55.8,7.167,9,12.3,112.333,123.9,2296.626,2,1477.133199
Sacramento Kings,103,Philadelphia 76ers,123,1,113.333,120.333,0.333,103.2,0.548,0.489,0.356,0.353,26.7,78.7,53.033,61.7,5.767,8.033,15.467,106.067,113,85.43,2,1485.371265,128.333,116.333,0.667,100.633,0.649,0.611,0.323,0.26,23.9,80.2,53.367,55.7,8.467,7.633,11.467,127.5,115.3,0,4,1486.04586
Golden State Warriors,111,Milwaukee Bucks,128,1,115.667,129,0.333,101.667,0.564,0.53,0.387,0.279,20.433,74.167,42.8,60.2,9.533,3.567,9.933,114.167,126.567,1836.456,5,1468.266493,116,108.333,0.667,100.033,0.61,0.565,0.272,0.272,19.633,84.567,54.3,56.433,7.933,7.267,12.567,115.933,108.667,1006.441,4,1541.515736
Phoenix Suns,97,Houston Rockets,111,1,109.333,118,0.667,100.667,0.566,0.538,0.391,0.237,19.033,68.8,43.8,53.6,9.933,7.933,13.167,108.733,117.3,316.702,4,1473.58458,126.667,125,0.667,97.567,0.589,0.561,0.474,0.2,30.867,72.967,51.467,66.967,6.667,6.333,12.1,121.5,119.867,0,2,1424.991433
New Orleans Pelicans,100,Utah Jazz,121,1,108.333,109.333,0.333,100.3,0.531,0.49,0.33,0.332,26.167,76,51.067,61.6,9.067,11.233,11.467,108.333,108.8,1432.893,3,1527.913129,114.333,115.333,0.667,98.9,0.578,0.553,0.381,0.247,23.7,67.867,46.733,63.533,7.1,9.533,14.267,112.067,112.533,370.186,4,1463.883644
Boston Celtics,122,Los Angeles Lakers,118,0,109.667,111.667,0.667,92.533,0.563,0.533,0.327,0.178,26.733,72.8,47.467,62.667,11.167,6.4,12.3,114.6,116.8,0,4,1566.283947,104,104.667,0,94.3,0.54,0.5,0.536,0.269,19.133,78.833,44.633,62.733,10.3,3.567,9.167,110.433,111.033,1980.476,4,1438.049384
Detroit Pistons,141,Charlotte Hornets,134,0,112.333,110.667,1,96.6,0.573,0.531,0.29,0.212,29.533,73.133,50.7,56.1,7.6,5.833,12.133,116.267,114.567,505.925,4,1379.549929,107.333,108.667,0.333,97.267,0.536,0.506,0.379,0.246,24.167,78.867,51.767,71.767,5.267,10.233,13.233,106.433,107.933,447.853,4,1357.055408
Golden State Warriors,119,Indiana Pacers,125,1,118.333,130,0.333,103.1,0.569,0.526,0.352,0.287,24.2,71.467,44.1,57.5,10.4,5.833,10.633,115.033,125.8,244.261,5,1457.971812,118,112,1,101,0.592,0.56,0.485,0.263,24.5,74.9,51.267,71.533,6.6,17.633,13.733,116.867,110.9,0,4,1458.025244
Atlanta Hawks,124,Orlando Magic,135,1,108.333,118,0.667,98,0.592,0.565,0.424,0.246,16.433,75.933,46.433,67.967,7.433,6.467,14.9,110.533,120.367,682.612,2,1442.510882,120.333,102,1,95.8,0.634,0.603,0.452,0.338,22.267,79.033,54.4,49.133,3.933,8.033,11.567,125.667,106.6,0,6,1392.336017
New York Knicks,128,Chicago Bulls,120,0,107.667,110,0.667,100.467,0.533,0.489,0.459,0.283,22.733,77.433,48.2,66.933,9.267,6.667,12.433,107,109.6,713.519,4,1482.489375,119.333,107.667,0.333,96.433,0.623,0.571,0.523,0.329,17.233,82.733,52.767,53.7,5.567,9.1,11.2,119.967,107.633,589.003,5,1428.916492
Sacramento Kings,124,Toronto Raptors,123,0,109.667,121,0,101.933,0.535,0.489,0.328,0.335,28.233,80.2,52.733,56.567,7.5,9,13.5,107.767,118.8,337.348,2,1493.856711,123.667,120.667,0.667,102,0.56,0.52,0.346,0.306,35.4,78.367,55.667,51.7,5.9,10.633,9.3,121.533,118.133,1049.566,5,1432.342284
Miami Heat,110,Oklahoma City Thunder,108,0,113,117,0.333,101.5,0.57,0.539,0.309,0.317,29.033,73.267,52.033,52.833,8.533,10,14.367,111.367,115.167,688.42,5,1461.718371,127.667,112.333,1,97.433,0.62,0.591,0.319,0.277,30.467,75.4,53.8,56.733,8.6,3.867,8.567,131,115.133,189.03,6,1422.420564
Portland Trail Blazers,128,San Antonio Spurs,112,0,112.667,105.667,0.667,95.6,0.625,0.585,0.382,0.308,16.967,79.833,49.8,63.333,8.033,11.8,11.433,117.933,110.567,1720.825,4,1486.784982,118,111.333,0.333,102,0.619,0.585,0.398,0.336,19.6,78.767,49.833,51.767,10.3,9.467,14.9,115.367,109.633,0,4,1383.948012
Cleveland Cavaliers,105,Dallas Mavericks,90,0,110.667,108.333,0.667,97.767,0.614,0.59,0.382,0.228,20.2,75.833,52.3,52.8,7.5,9.867,15.3,113.233,110.967,251.564,4,1498.43337,117,119.333,0.333,100.433,0.59,0.548,0.434,0.315,23.633,83.533,52.5,53.933,6.333,3.667,12.233,116.167,118.933,0,2,1457.083369
Washington Wizards,128,Denver Nuggets,141,1,116.333,121.667,0.667,100.4,0.582,0.54,0.337,0.245,28.533,69.233,49.867,57.267,5.633,12.633,13.8,115.767,121.233,1490.997,6,1393.279102,111.667,114.667,0,94.1,0.585,0.553,0.402,0.345,21.867,78.367,47.767,45.867,5.267,4.133,9.267,118.367,121.833,0,4,1513.364039
Minnesota Timberwolves,88,Los Angeles Clippers,99,1,91.333,98.333,0.333,90.367,0.52,0.49,0.469,0.194,18.833,76.967,47.567,61.333,5.567,5.167,12.533,101.133,109,827.135,4,1444.899564,110,112.333,0.333,97.6,0.558,0.528,0.297,0.252,26.3,77.367,50.067,56.4,6.167,7.1,11.633,112.9,115.067,0,4,1483.731631
Miami Heat,111,Houston Rockets,108,0,113.333,116.333,0.333,98.4,0.553,0.521,0.316,0.305,32.867,72.567,53.2,52.833,6.267,7.233,13.7,111.533,114.367,414.107,5,1470.330629,121,126,0.333,99.3,0.566,0.535,0.536,0.203,26.933,80.1,52.9,70.233,5.833,5.667,13.233,113.6,118.833,0,2,1413.190157
Milwaukee Bucks,101,Memphis Grizzlies,142,1,111,108,0.333,99.233,0.568,0.539,0.284,0.205,22.833,70.467,47.467,43.067,7.7,10.333,12.5,111.567,108.833,558.009,4,1531.353737,123,113.333,0.667,101.333,0.65,0.619,0.448,0.256,18.133,75.633,49.1,54.033,8.167,7,13.933,121.7,112.133,0,4,1535.886828
New Orleans Pelicans,129,Utah Jazz,132,1,117.667,109.667,0.667,99,0.559,0.523,0.324,0.295,32.667,74.333,53.167,64.167,6.8,9.433,10.733,119.3,110.567,0,4,1516.341479,105,109,0.333,101.267,0.537,0.509,0.365,0.222,25.967,73.167,49.433,60.7,8.167,10.333,15.267,103.767,107.267,0,4,1472.852012
Phoenix Suns,111,Los Angeles Clippers,95,0,111,112.333,1,100.067,0.574,0.537,0.343,0.298,21.033,67.567,44.7,53.6,9.967,4.7,13.167,111.1,112.4,1372.899,5,1483.500505,119.333,114.667,0.667,98.633,0.608,0.558,0.279,0.343,26.367,77.4,52.4,58.867,5.467,8.567,11.633,120.933,116.167,0,5,1470.663453
Atlanta Hawks,125,Charlotte Hornets,106,0,109.667,122,0.667,99.467,0.575,0.547,0.395,0.246,21.333,72.133,46.7,61.2,8.3,9.533,14.433,110.2,122.5,463.081,3,1449.819383,100.667,107,0,97.5,0.517,0.496,0.383,0.197,25.4,76.767,50.433,68.4,7.4,12.867,13.4,103.133,109.6,0,4,1346.637027
Sacramento Kings,122,Detroit Pistons,113,0,120,119.667,0.333,100.6,0.584,0.55,0.311,0.314,28.5,84.067,55.2,56.233,8.567,10.367,11.067,119.233,118.933,206.415,2,1500.434561,105,119,0,97.1,0.566,0.536,0.409,0.376,20.767,67.3,43.967,57.1,8.267,7.467,14.633,107.967,122.2,505.925,4,1369.961479
Orlando Magic,117,Boston Celtics,109,0,112.333,112.333,0.667,90.633,0.578,0.548,0.415,0.23,27,76.067,51.867,45.867,5.333,7.167,8.833,119.767,119.9,1116.197,6,1406.579261,119,113.667,0.667,98.033,0.602,0.571,0.324,0.309,31.867,80.933,55.433,50.5,8.133,15.967,11.067,121.5,116.033,2592.324,2,1549.708444
Indiana Pacers,112,Cleveland Cavaliers,118,1,120.333,116.333,1,99.667,0.606,0.56,0.432,0.316,25.267,82.7,54.067,68.933,7.333,8.267,13.5,121.233,116.933,263.036,4,1449.357762,111.667,109.333,0.667,98.267,0.606,0.578,0.422,0.275,11.467,78.133,43.733,52.4,9.833,7.4,11.767,113.7,111.4,1024.947,5,1504.598623
Golden State Warriors,106,Philadelphia 76ers,118,1,117,126.667,0.667,100.967,0.581,0.53,0.405,0.34,22.1,72,45.533,56.733,9.933,10.267,10.733,116.1,125,582.51,4,1448.962866,124.333,117.333,0.333,101.9,0.605,0.571,0.366,0.217,25.5,83.967,53.767,57.4,9.433,8.767,11.5,121.667,114.9,0,5,1492.517961
Brooklyn Nets,119,Toronto Raptors,116,0,121.667,120.333,0.667,102.6,0.602,0.574,0.35,0.212,27.867,84.3,54.2,50.233,5.567,12.433,13.367,118.533,117.067,349.979,5,1519.232909,133,118.667,1,101.133,0.607,0.572,0.374,0.296,36.9,73.767,55.267,59.6,7.233,13.067,8.367,131.667,117.267,0,5,1421.75078
New York Knicks,114,Chicago Bulls,91,0,103,108.667,0.667,97.9,0.514,0.47,0.414,0.312,20.9,74.6,47,66.333,9.233,8.8,10.067,105.233,110.967,0,3,1490.642795,113,100.333,0.667,93.3,0.637,0.607,0.518,0.218,16.7,84.4,54.367,59.133,3.867,7.533,12.3,121.4,107.633,0,4,1417.588109
Minnesota Timberwolves,112,Oklahoma City Thunder,110,0,99,97,0.667,95.133,0.543,0.53,0.48,0.224,15.033,81.667,48.967,66.133,5.567,4.7,11.633,103.767,102.167,1180.024,5,1453.904868,119.667,109.667,0.667,93.767,0.611,0.579,0.317,0.312,29.267,73.2,51.5,60.167,9.567,5.633,10.133,127.367,117.167,0,5,1410.225634
Portland Trail Blazers,110,Dallas Mavericks,130,1,118,110.667,1,96.433,0.632,0.59,0.349,0.316,25.7,79.5,53.567,59.233,8.333,10.3,12.733,122.3,114.633,251.564,4,1476.16128,114.667,121.333,0,97.933,0.593,0.552,0.385,0.31,25.7,79.833,51.133,56.5,7.8,6,12.433,117.033,123.833,0,5,1465.087186
Denver Nuggets,108,Los Angeles Lakers,126,1,118.667,116.667,1,94.933,0.629,0.583,0.414,0.303,21.1,67.9,46.833,58.733,5.9,6.4,13.167,120.367,118.7,830.829,4,1501.486266,107.333,100.333,0.333,93.833,0.566,0.53,0.498,0.283,20.067,79.233,47.1,62.6,9.267,3.867,9,114.633,106.967,0,4,1447.340076
Washington Wizards,93,Los Angeles Clippers,102,1,108.667,113,0.667,97.4,0.559,0.522,0.316,0.261,23.233,71.4,49.533,55.467,6.267,11.2,14.367,108,112.467,830.829,4,1385.614913,122.333,105.333,1,100.833,0.631,0.58,0.318,0.338,20.4,79.4,53.9,62.867,3.3,6.233,12.067,121.333,104.567,0,4,1475.959692
Miami Heat,111,San Antonio Spurs,101,0,109,110,0.333,97.033,0.547,0.52,0.319,0.187,30.933,74.167,53.2,59,6.033,8.4,14.033,108.567,109.6,186.136,5,1477.615106,118.333,115.667,0.333,97.1,0.625,0.584,0.43,0.28,24.933,83.433,55.133,54.767,7.9,10.033,12.6,122.033,119.167,0,4,1373.556272
Dallas Mavericks,99,Cleveland Cavaliers,100,1,106,111,0.333,95.9,0.58,0.549,0.463,0.361,18.767,70.833,46.167,54.933,6.967,5.5,13,110.7,115.767,1024.947,6,1456.394968,109.333,109.333,0.667,97.7,0.592,0.553,0.418,0.303,15.433,80.033,46.967,56.9,7.467,9.667,12.533,111.933,112.067,0,5,1510.785912
Portland Trail Blazers,107,Houston Rockets,95,0,123.667,115.667,1,98.333,0.622,0.583,0.311,0.318,29.3,78.733,54.467,58.167,7.767,9,11.067,125.533,117.4,226.783,4,1484.062117,111,120.667,0,99.467,0.56,0.52,0.54,0.231,25.2,72.867,48.733,70.867,7.6,4.1,13.1,111.7,121.367,0,5,1402.128397
Utah Jazz,97,Milwaukee Bucks,123,1,105.667,126.333,0.333,98.2,0.553,0.531,0.35,0.178,27.933,80.567,50.933,63.433,7.1,11.967,16,107.633,128.533,1239.076,2,1464.679976,106.333,105.333,0.333,99.1,0.531,0.484,0.274,0.239,22,83.467,52.333,51.333,7.3,6.633,10.167,106.9,106.733,558.009,3,1537.083879
Memphis Grizzlies,109,Oklahoma City Thunder,115,1,99.667,111,0,92.233,0.546,0.527,0.56,0.148,16.4,68.467,41.467,65.033,7.233,5.267,11.067,108.067,120.467,421.453,5,1522.694634,105.333,108.667,0.333,92.367,0.565,0.526,0.333,0.28,26.333,71.833,48.533,64.633,9.033,4.6,12.6,113.933,117.7,0,6,1420.962882
New Orleans Pelicans,114,Phoenix Suns,118,1,119.667,112,0.667,102.8,0.563,0.528,0.346,0.287,26.067,76.733,52.2,61.8,6.1,11,11.667,116.6,109.1,506.06,3,1505.630312,117,110.333,0.667,97.7,0.625,0.576,0.383,0.365,17.233,78.367,49.367,60.667,6.2,7.467,10.8,119.8,112.767,358.327,5,1491.591234
Orlando Magic,95,Boston Celtics,92,0,108.333,113,0.333,90.567,0.594,0.572,0.415,0.216,23.7,79.767,51.4,50.833,4.1,7.7,10.5,119.6,124.633,0,5,1420.082259,114,107,1,95.633,0.579,0.55,0.358,0.238,33.967,81.133,56,56.633,10.5,14.367,11.9,119.167,111.833,0,4,1533.66615
New York Knicks,109,Indiana Pacers,106,0,108.333,108.333,0.667,98.667,0.535,0.472,0.38,0.343,22.567,73.467,47.467,59.1,10.167,12,10.2,109.867,109.767,166.425,3,1499.130207,116.333,114.333,1,103.1,0.6,0.569,0.495,0.251,20.4,76.7,49.833,71.533,7.1,10.967,15.7,112.933,110.867,263.036,3,1437.683716
Brooklyn Nets,124,Detroit Pistons,121,0,122.333,116.333,1,99.533,0.622,0.589,0.308,0.275,28.4,82.867,56.033,47.033,6.7,10.633,12.6,122.867,116.833,206.415,5,1524.978102,111.667,122.333,0.333,95.5,0.582,0.571,0.399,0.275,22.933,74.2,49.067,54.167,8.467,6.267,12.833,112.567,123.567,0,4,1361.370193
Golden State Warriors,126,Toronto Raptors,110,0,106.667,115.333,0.667,94.633,0.556,0.509,0.391,0.279,26.533,70.067,47.833,56.533,10.167,10.667,11.833,112.1,121.9,337.348,3,1457.837175,130.333,120,0.667,99.833,0.598,0.554,0.343,0.301,38.333,79.867,58.5,60.467,6.333,11.433,8.4,130.6,120.067,0,5,1409.685897
Chicago Bulls,126,Minnesota Timberwolves,150,1,115.333,118,0.333,93.5,0.589,0.564,0.438,0.19,26.467,79,51.167,54.7,6.167,12.7,11.5,118.5,121.5,353.252,6,1408.807643,121.333,108.667,1,98.967,0.621,0.586,0.401,0.305,25.6,84.533,54.333,58.067,6.733,12.733,12.4,122.9,110.2,694.252,4,1460.171014
Charlotte Hornets,115,Denver Nuggets,119,1,104,117.667,0.333,100.7,0.503,0.479,0.368,0.252,21.433,79,48.4,62.667,7.667,12.3,12.8,99.1,112.633,1356.941,3,1340.90913,116,112.667,0,97.067,0.596,0.553,0.416,0.35,18.233,77.4,46.667,45.967,7.567,3.667,8.5,119.433,115.933,830.829,4,1505.234155
Washington Wizards,117,Los Angeles Lakers,119,1,105,112,0.333,97.167,0.525,0.501,0.329,0.199,22.933,77.5,50,55.333,6.267,14.433,12.233,104.433,111.733,0,3,1377.530305,105.333,99.333,0.333,94.267,0.561,0.53,0.498,0.273,18.467,78.733,46.8,66.433,6.7,4.9,9.133,111.967,105.367,0,4,1452.994656
Utah Jazz,99,Cleveland Cavaliers,122,1,106.333,122,0.333,95.633,0.575,0.546,0.317,0.195,26.7,78.533,50.3,67.133,6.533,8.933,15.767,111.033,127.533,335.831,3,1456.169301,101.667,100.667,0.333,98.167,0.549,0.507,0.381,0.284,20.033,82.5,52,58.233,5.033,8.933,15,103.5,102.633,0,5,1516.812171
Toronto Raptors,101,Philadelphia 76ers,104,1,121.333,119,0.667,98.4,0.604,0.575,0.327,0.252,26.433,80.233,51.1,57.4,8.433,5.3,10.333,123.533,121.267,337.348,5,1402.166124,128.667,106.667,0.667,101.033,0.614,0.564,0.411,0.326,27.467,80.033,54.3,57.4,8.9,8.233,9.8,126.733,105.7,0,4,1497.692998
Orlando Magic,125,Atlanta Hawks,126,1,110.667,106,0.667,94.033,0.587,0.563,0.458,0.221,19.967,82.233,51.933,48.633,3.3,6.733,9.967,117.533,113,936.152,5,1411.119496,125,117,0.667,101.333,0.607,0.59,0.401,0.184,19.733,82.3,51.933,58.833,4.933,8.867,8.167,123.533,115.6,226.53,2,1456.249645
San Antonio Spurs,124,Houston Rockets,105,0,106.333,116.667,0.667,93.633,0.569,0.526,0.366,0.27,27.4,73.8,48.767,59.6,7.267,6.333,13.367,113.533,124.933,186.136,4,1383.988649,110,120,0,100.133,0.537,0.495,0.505,0.273,25.267,74.267,48.933,70.667,9.967,3,11.733,109.867,119.867,0,5,1388.587953
